theta,load,ev,category,cost,scen,pricing,Renewable_Share,mean price,mean quantity,sd price,delta CS,delta EV charging cost,delta PS,delta total surplus,delta CS-highflexible customer,delta CS-midflexible customer,delta CS-inflexible customer,value of dynamic pricing
0.5,2045,full,100% Renewable,current,Moderate,dynamic,100,135,1018,74,-20.9,-13.4,4.3,-16.6,2.2,-20.9,-31.3,30.6
0.5,2045,full,100% Renewable,current,Pessimistic,flat,100,168,892,0,-51.6,41.7,4.1,-47.5,-34.2,-34.2,-34.2,0
0.5,2045,full,100% Renewable,current,Pessimistic,dynamic,100,139,989,82,-28,-12.1,6.4,-21.5,2.2,-22.2,-33.1,26
0.5,2045,full,100% Renewable,future,Optimistic,flat,100,102,1157,0,28.3,-27.4,-24.7,3.6,17.8,17.8,17.8,0
0.5,2045,full,100% Renewable,future,Optimistic,dynamic,100,83,1366,38,52.7,-52.5,-23.7,29,41.2,28,24,25.4
0.5,2045,full,100% Renewable,future,Moderate,flat,100,102,1157,0,27.8,-26.9,-24.2,3.6,19,19,19,0
0.5,2045,full,100% Renewable,future,Moderate,dynamic,100,88,1315,40,47.5,-51.6,-23,24.5,42.5,29,25,20.9
0.5,2045,full,100% Renewable,future,Pessimistic,flat,100,102,1157,0,26.4,-26,-22.9,3.6,18.4,18.4,18.4,0
0.5,2045,full,100% Renewable,future,Pessimistic,dynamic,100,92,1280,42,43.1,-50.6,-21.3,21.8,42.4,28.6,24.2,18.2
0.5,2045,full,unconst.,current,Optimistic,flat,2.99,89,1250,0,44.9,-33.1,10.1,55,29,29,29,0
0.5,2045,full,unconst.,current,Optimistic,dynamic,2.49,59,1530,1,87.3,-61.2,-25,62.3,54.2,54.2,54.2,7.3
0.5,2045,full,unconst.,current,Moderate,flat,3.25,85,1278,0,47.3,-28.5,7.1,54.4,33.1,33.1,33.1,0
0.5,2045,full,unconst.,current,Moderate,dynamic,2.61,66,1447,4,74.6,-54.1,-12.5,62.1,49.1,49.1,49.1,7.7
0.5,2045,full,unconst.,current,Pessimistic,flat,2.99,88,1250,0,42.1,-27.4,12.6,54.7,29.9,29.9,29.9,0
0.5,2045,full,unconst.,current,Pessimistic,dynamic,2.49,58,1529,2,84,-59.6,-22.1,61.8,55.4,54.5,54.5,7.1
0.5,2045,full,unconst.,future,Optimistic,flat,79,96,1196,0,36,-31.8,3.3,39.2,23.2,23.2,23.2,0
0.5,2045,full,unconst.,future,Optimistic,dynamic,85,76,1365,22,57.1,-53.1,-1.3,55.8,42.1,33,29.9,16.6
0.5,2045,full,unconst.,future,Moderate,flat,79,96,1196,0,36,-31.7,2.7,38.8,24.3,24.3,24.3,0
0.5,2045,full,unconst.,future,Moderate,dynamic,83,81,1317,27,51.4,-52.4,0.6,52,43.1,32.2,29.2,13.2
0.5,2045,full,unconst.,future,Pessimistic,flat,79,96,1196,0,34,-30.3,5,39,23.7,23.7,23.7,0
0.5,2045,full,unconst.,future,Pessimistic,dynamic,83,87,1271,32,45,-51.7,4.7,49.8,43.2,29.7,26.4,10.8
0.9,2007,2016,fossil,current,Optimistic,flat,2.41,91,1792,0,45.2,-17,10.3,55.5,29.5,29.5,29.5,0
0.9,2007,2016,fossil,current,Optimistic,dynamic,2.21,84,1934,8,54.5,-43.5,10.7,65.2,37.2,35.4,35.3,9.7
0.9,2007,2016,fossil,current,Moderate,flat,2.41,91,1792,0,45.4,-21.8,10,55.4,30.1,30.1,30.1,0
0.9,2007,2016,fossil,current,Moderate,dynamic,2.23,81,1920,9,53.9,-49.3,11.2,65.1,40,35.7,34.8,9.7
0.9,2007,2016,fossil,current,Pessimistic,flat,2.41,91,1792,0,45.4,-16.9,10.7,56.1,28.6,28.6,28.6,0
0.9,2007,2016,fossil,current,Pessimistic,dynamic,NA,68,1864,7,48.8,-53.7,13.3,62.1,50.5,34.1,30.6,6
0.9,2007,2016,fossil,future,Optimistic,flat,3.3,128,1305,0,0,0,0,0,0,0,0,0
0.9,2007,2016,fossil,future,Optimistic,dynamic,3.23,125,1327,7,3.6,-8.6,-0.3,3.3,2.9,2.1,2.1,3.3
0.9,2007,2016,fossil,future,Moderate,flat,3.3,128,1304,0,0,0,0,0,0,0,0,0
0.9,2007,2016,fossil,future,Moderate,dynamic,3.24,125,1327,8,2.7,-14.3,0.3,3.1,4.1,2.1,1.9,3.1
0.9,2007,2016,fossil,future,Pessimistic,flat,3.29,127,1309,0,0,0,0,0,0,0,0,0
0.9,2007,2016,fossil,future,Pessimistic,dynamic,3.25,115,1325,6,2.3,-17.6,-0.5,1.8,9.9,0.7,-0.4,1.8
0.9,2007,2016,100% Renewable,current,Optimistic,flat,100,173,996,0,-39.6,43.7,-1.2,-40.8,-34.2,-34.2,-34.2,0
0.9,2007,2016,100% Renewable,current,Optimistic,dynamic,NA,128,1276,41,-14.5,-16.2,2.6,-11.9,5.4,-16.3,-26.3,28.9
0.9,2007,2016,100% Renewable,current,Moderate,flat,100,173,1000,0,-38.4,38.6,-2.4,-40.8,-33.7,-33.7,-33.7,0
0.9,2007,2016,100% Renewable,current,Moderate,dynamic,NA,132,1203,56,-22.6,-21.1,3.7,-18.9,6.1,-17.1,-27.8,21.9
0.9,2007,2016,100% Renewable,current,Pessimistic,flat,100,170,999,0,-38.7,41.9,-2.5,-41.2,-33.5,-33.5,-33.5,0
0.9,2007,2016,100% Renewable,current,Pessimistic,dynamic,NA,139,1136,66,-28.7,-17.4,4.7,-24,5.2,-20.9,-31.9,17.2
0.9,2007,2016,100% Renewable,future,Optimistic,flat,100,103,1596,0,29.4,-21.4,-23.9,5.6,20.2,20.2,20.2,0
0.9,2007,2016,100% Renewable,future,Optimistic,dynamic,100,82,2020,27,53.2,-47.5,-21.7,31.6,43.4,30.3,26.9,26
0.9,2007,2016,100% Renewable,future,Moderate,flat,100,103,1596,0,28.6,-25.4,-23.1,5.6,20.4,20.4,20.4,0
0.9,2007,2016,100% Renewable,future,Moderate,dynamic,100,87,1903,31,46.7,-52,-20.5,26.3,43.7,30,26.8,20.7
0.9,2007,2016,100% Renewable,future,Pessimistic,flat,100,103,1596,0,29.3,-21.2,-23.7,5.6,19.2,19.2,19.2,0
0.9,2007,2016,100% Renewable,future,Pessimistic,dynamic,100,91,1825,33,43.6,-49.4,-20.7,22.8,43.5,29.1,25.6,17.2
0.9,2007,2016,unconst.,current,Optimistic,flat,2.71,89,1818,0,47.6,-22.2,7.8,55.5,31.2,31.2,31.2,0
0.9,2007,2016,unconst.,current,Optimistic,dynamic,10.97,77,2086,8,64.6,-46.2,1.5,66.1,42.1,40.6,40.5,10.6
0.9,2007,2016,unconst.,current,Moderate,flat,2.77,91,1792,0,44.7,-27.1,10.7,55.4,29.8,29.8,29.8,0
0.9,2007,2016,unconst.,current,Moderate,dynamic,9.32,75,2030,9,60.4,-53,5.4,65.7,44.6,39.1,38.1,10.3
0.9,2007,2016,unconst.,current,Pessimistic,flat,2.71,88,1818,0,48,-22.3,8,56.1,30.9,30.9,30.9,0
0.9,2007,2016,unconst.,current,Pessimistic,dynamic,NA,63,1925,7,52.5,-57.8,9.8,62.3,54.8,35.6,31.4,6.2
0.9,2007,2016,unconst.,future,Optimistic,flat,77,96,1691,0,37.5,-24.8,0.9,38.4,25.4,25.4,25.4,0
0.9,2007,2016,unconst.,future,Optimistic,dynamic,87,78,2039,20,55.8,-47.9,-0.5,55.2,43.9,32.8,29.8,16.8
0.9,2007,2016,unconst.,future,Moderate,flat,77,96,1690,0,36.8,-28.9,1.6,38.4,25.4,25.4,25.4,0
0.9,2007,2016,unconst.,future,Moderate,dynamic,86,84,1913,26,48.4,-52.6,1.9,50.4,44.2,31.3,28.4,12
0.9,2007,2016,unconst.,future,Pessimistic,flat,77,97,1681,0,37.5,-24.7,1.4,38.8,23.9,23.9,23.9,0
0.9,2007,2016,unconst.,future,Pessimistic,dynamic,86,90,1826,29,44.5,-49.9,2.9,47.4,44.1,29.5,26.5,8.6
0.9,2045,2016,fossil,current,Optimistic,flat,2.47,83,1745,0,55.2,-25,3,58.1,35.6,35.6,35.6,0
0.9,2045,2016,fossil,current,Optimistic,dynamic,2.25,76,1902,6,64.5,-47.5,1.7,66.2,42.7,41.5,41.4,8.1
0.9,2045,2016,fossil,current,Moderate,flat,2.47,83,1748,0,56.7,-22.3,1.8,58.5,35.2,35.2,35.2,0
0.9,2045,2016,fossil,current,Moderate,dynamic,2.26,76,1898,6,66.7,-47.4,-0.1,66.6,42.2,40.8,40.7,8.1
0.9,2045,2016,fossil,current,Pessimistic,flat,2.47,82,1745,0,50,-17.7,11.2,61.1,32.4,32.4,32.4,0
0.9,2045,2016,fossil,current,Pessimistic,dynamic,2.32,58,1851,5,57.9,-53.8,9.1,67.1,55,37.6,34.9,6
0.9,2045,2016,fossil,future,Optimistic,flat,3.63,127,1185,0,0,0,0,0,0,0,0,0
0.9,2045,2016,fossil,future,Optimistic,dynamic,3.23,112,1327,4,16.4,-16.7,-14.1,2.3,12.6,12.4,12.4,2.3
0.9,2045,2016,fossil,future,Moderate,flat,3.62,126,1189,0,0,0,0,0,0,0,0,0
0.9,2045,2016,fossil,future,Moderate,dynamic,3.26,113,1316,6,16.6,-15.4,-14.5,2.1,11.6,10.7,10.6,2.1
0.9,2045,2016,fossil,future,Pessimistic,flat,3.46,121,1246,0,0,0,0,0,0,0,0,0
0.9,2045,2016,fossil,future,Pessimistic,dynamic,3.39,107,1271,1,2.5,-10.3,-1.1,1.4,11.2,2.1,1.6,1.4
0.9,2045,2016,100% Renewable,current,Optimistic,flat,100,162,925,0,-36.1,29.4,-5.5,-41.6,-26.9,-26.9,-26.9,0
0.9,2045,2016,100% Renewable,current,Optimistic,dynamic,100,128,1160,44,-15.2,-15.1,2.8,-12.5,4.1,-17.7,-26.7,29.1
0.9,2045,2016,100% Renewable,current,Moderate,flat,100,165,927,0,-34.9,40,-7,-41.9,-30,-30,-30,0
0.9,2045,2016,100% Renewable,current,Moderate,dynamic,100,133,1083,54,-21.9,-14.8,2.5,-19.4,3.7,-20.4,-29.3,22.5
0.9,2045,2016,100% Renewable,current,Pessimistic,flat,100,167,923,0,-46.8,47.3,3.3,-43.5,-37.7,-37.7,-37.7,0
0.9,2045,2016,100% Renewable,current,Pessimistic,dynamic,100,137,1033,66,-37.9,-10.5,12.6,-25.2,0.5,-25.7,-36.2,18.3
0.9,2045,2016,100% Renewable,future,Optimistic,flat,100,102,1444,0,28.3,-22.6,-26.1,2.2,20.1,20.1,20.1,0
0.9,2045,2016,100% Renewable,future,Optimistic,dynamic,100,82,1828,28,52,-48.7,-23.7,28.3,43.2,29.8,26.2,26.1
0.9,2045,2016,100% Renewable,future,Moderate,flat,100,102,1444,0,29.5,-20.8,-27.2,2.2,19.5,19.5,19.5,0
0.9,2045,2016,100% Renewable,future,Moderate,dynamic,100,87,1716,31,47.2,-47.4,-24.2,23,42.8,28.8,25.5,20.8
0.9,2045,2016,100% Renewable,future,Pessimistic,flat,100,102,1444,0,21.8,-15.2,-19.3,2.5,15.5,15.5,15.5,0
0.9,2045,2016,100% Renewable,future,Pessimistic,dynamic,100,91,1645,33,36.1,-44.3,-15.9,20.2,40.6,25.3,21.6,17.7
0.9,2045,2016,unconst.,current,Optimistic,flat,2.47,82,1748,0,55.3,-23.9,2.8,58.1,36.2,36.2,36.2,0
0.9,2045,2016,unconst.,current,Optimistic,dynamic,5.35,74,1944,6,68.8,-49,-2.5,66.3,43.9,42.8,42.8,8.2
0.9,2045,2016,unconst.,current,Moderate,flat,2.47,83,1748,0,56.3,-21.8,2.2,58.5,34.8,34.8,34.8,0
0.9,2045,2016,unconst.,current,Moderate,dynamic,5.35,73,1943,6,70.2,-48.6,-3.5,66.7,44.5,42.9,42.8,8.2
0.9,2045,2016,unconst.,current,Pessimistic,flat,2.47,82,1748,0,50.7,-19.2,10.5,61.1,32.8,32.8,32.8,0
0.9,2045,2016,unconst.,current,Pessimistic,dynamic,2.41,56,1849,5,56.7,-55.2,10.4,67.1,56.6,37.2,33.6,6
0.9,2045,2016,unconst.,future,Optimistic,flat,81,97,1507,0,35.3,-26,2.5,37.8,23.9,23.9,23.9,0
0.9,2045,2016,unconst.,future,Optimistic,dynamic,86,78,1836,20,54.2,-48.7,0.4,54.6,43.4,32.1,29.1,16.8
0.9,2045,2016,unconst.,future,Moderate,flat,81,97,1507,0,36.5,-24.3,1.5,38,23.3,23.3,23.3,0
0.9,2045,2016,unconst.,future,Moderate,dynamic,85,84,1726,26,49,-48,1.1,50.1,43.5,30.1,27.2,12.1
0.9,2045,2016,unconst.,future,Pessimistic,flat,81,97,1510,0,29.3,-18.8,10.5,39.8,19.7,19.7,19.7,0
0.9,2045,2016,unconst.,future,Pessimistic,dynamic,84,90,1646,29,37.2,-45.1,11.4,48.6,41.4,25.8,22.6,8.8
0.9,2007,half,fossil,current,Optimistic,flat,2.35,94,1735,0,36.9,-16.2,25.5,62.4,23.3,23.3,23.3,0
0.9,2007,half,fossil,current,Optimistic,dynamic,2.2,87,1850,6,49.3,-38.3,25.9,75.2,29.6,29.3,29.3,12.8
0.9,2007,half,fossil,current,Moderate,flat,2.35,94,1735,0,37.6,-16.6,25.1,62.7,23,23,23,0
0.9,2007,half,fossil,current,Moderate,dynamic,2.21,87,1849,7,49.3,-40.2,26.1,75.3,30.1,28.8,28.6,12.6
0.9,2007,half,fossil,current,Pessimistic,flat,2.35,94,1735,0,37.3,-14.5,24.9,62.2,23.7,23.7,23.7,0
0.9,2007,half,fossil,current,Pessimistic,dynamic,2.26,71,1809,5,46.2,-50.2,26,72.2,44.2,28.3,25.7,10
0.9,2007,half,fossil,future,Optimistic,flat,2.95,122,1364,0,0,0,0,0,0,0,0,0
0.9,2007,half,fossil,future,Optimistic,dynamic,3.23,136,1233,3,-15.7,3.9,21.8,6.1,-11.6,-11.7,-11.6,6.1
0.9,2007,half,fossil,future,Moderate,flat,2.94,122,1366,0,0,0,0,0,0,0,0,0
0.9,2007,half,fossil,future,Moderate,dynamic,3.23,136,1233,4,-15.3,2.7,21.4,6.1,-11.8,-12,-12,6.1
0.9,2007,half,fossil,future,Pessimistic,flat,2.96,123,1358,0,0,0,0,0,0,0,0,0
0.9,2007,half,fossil,future,Pessimistic,dynamic,3.25,126,1229,0,-15.1,-1.3,20.3,5.2,-2.9,-11.9,-12.5,5.2
0.9,2007,half,100% Renewable,current,Optimistic,flat,100,173,998,0,-53.1,44,8.8,-44.4,-40.4,-40.4,-40.4,0
0.9,2007,half,100% Renewable,current,Optimistic,dynamic,100,128,1274,46,-20.4,-12.3,12.2,-8.2,-0.7,-23.5,-32.9,36.2
0.9,2007,half,100% Renewable,current,Moderate,flat,100,173,996,0,-52.8,44.4,8.2,-44.6,-41.3,-41.3,-41.3,0
0.9,2007,half,100% Renewable,current,Moderate,dynamic,100,134,1192,56,-29.1,-11.9,13.3,-15.8,-1.2,-25.5,-35.7,28.8
0.9,2007,half,100% Renewable,current,Pessimistic,flat,100,174,998,0,-50.4,42.2,6.1,-44.2,-40.8,-40.8,-40.8,0
0.9,2007,half,100% Renewable,current,Pessimistic,dynamic,100,138,1139,66,-34.7,-9.5,13.6,-21,0.6,-24.6,-35.8,23.2
0.9,2007,half,100% Renewable,future,Optimistic,flat,100,103,1588,0,24.9,-23.7,-14.4,10.4,15.7,15.7,15.7,0
0.9,2007,half,100% Renewable,future,Optimistic,dynamic,100,82,2020,28,53,-50,-12.7,40.3,40.2,26.6,23,29.9
0.9,2007,half,100% Renewable,future,Moderate,flat,100,103,1588,0,25.4,-24,-15,10.5,15.3,15.3,15.3,0
0.9,2007,half,100% Renewable,future,Moderate,dynamic,100,87,1901,31,47.5,-50.2,-12.6,34.9,40,25.8,22.4,24.4
0.9,2007,half,100% Renewable,future,Pessimistic,flat,100,103,1589,0,25.3,-22,-14.9,10.4,16.1,16.1,16.1,0
0.9,2007,half,100% Renewable,future,Pessimistic,dynamic,100,91,1828,33,43,-47.8,-12.3,30.8,41.1,26.7,22.9,20.4
0.9,2007,half,unconst.,current,Optimistic,flat,2.36,93,1735,0,37.2,-16.6,25.2,62.4,24.2,24.2,24.2,0
0.9,2007,half,unconst.,current,Optimistic,dynamic,10.9,80,2008,6,60.5,-43.6,15.9,76.4,35.8,35.5,35.5,14
0.9,2007,half,unconst.,current,Moderate,flat,2.36,94,1735,0,37.2,-16.4,25.4,62.7,22.7,22.7,22.7,0
0.9,2007,half,unconst.,current,Moderate,dynamic,10.96,77,1997,7,61.1,-47.1,15.3,76.4,37.9,34.6,34.1,13.7
0.9,2007,half,unconst.,current,Pessimistic,flat,2.34,92,1748,0,39.2,-15.8,22.9,62.2,25.6,25.6,25.6,0
0.9,2007,half,unconst.,current,Pessimistic,dynamic,7.45,65,1864,5,49.9,-54.1,22.7,72.6,49.8,30.7,27.5,10.4
0.9,2007,half,unconst.,future,Optimistic,flat,78,97,1675,0,33.1,-27,12,45.1,20.6,20.6,20.6,0
0.9,2007,half,unconst.,future,Optimistic,dynamic,88,79,2027,20,55.1,-50,9.9,65,40.3,28.9,25.7,19.9
0.9,2007,half,unconst.,future,Moderate,flat,78,96,1668,0,33.5,-27.2,11.8,45.3,20.9,20.9,20.9,0
0.9,2007,half,unconst.,future,Moderate,dynamic,87,84,1916,26,49.6,-51.1,10.6,60.3,40.7,27.4,24.3,15
0.9,2007,half,unconst.,future,Pessimistic,flat,78,97,1671,0,33.1,-25,11.9,44.9,20.8,20.8,20.8,0
0.9,2007,half,unconst.,future,Pessimistic,dynamic,87,89,1823,29,44.1,-48.4,12,56.2,41.6,27.1,23.9,11.3
0.9,2045,half,fossil,current,Optimistic,flat,2.43,86,1673,0,50.9,-22.1,10.6,61.6,32.8,32.8,32.8,0
0.9,2045,half,fossil,current,Optimistic,dynamic,2.22,78,1840,3,66.7,-46.6,5.1,71.8,39.6,39.5,39.5,10.2
0.9,2045,half,fossil,current,Moderate,flat,2.43,87,1673,0,50.6,-21.8,11.2,61.8,32.2,32.2,32.2,0
0.9,2045,half,fossil,current,Moderate,dynamic,2.22,78,1836,3,66.5,-47.5,5.5,72,39.3,39.1,39.1,10.2
0.9,2045,half,fossil,current,Pessimistic,flat,2.43,86,1673,0,51,-22.2,10.7,61.7,32.7,32.7,32.7,0
0.9,2045,half,fossil,current,Pessimistic,dynamic,2.28,66,1791,4,63.8,-56.2,6.8,70.6,49.9,37.8,36.1,8.9
0.9,2045,half,fossil,future,Optimistic,flat,3.34,127,1187,0,0,0,0,0,0,0,0,0
0.9,2045,half,fossil,future,Optimistic,dynamic,3.37,128,1179,3,-0.4,-7,4.4,4,-0.7,-0.7,-0.7,4
0.9,2045,half,fossil,future,Moderate,flat,3.33,126,1191,0,0,0,0,0,0,0,0,0
0.9,2045,half,fossil,future,Moderate,dynamic,3.36,128,1181,3,-2.7,-6.9,6.7,4,-1,-1,-1,4
0.9,2045,half,fossil,future,Pessimistic,flat,3.34,127,1188,0,0,0,0,0,0,0,0,0
0.9,2045,half,fossil,future,Pessimistic,dynamic,3.24,112,1230,0,6.1,-18.8,-2.8,3.2,12.1,3.4,2.8,3.2
0.9,2045,half,100% Renewable,current,Optimistic,flat,100,170,903,0,-44.4,35.1,-1.7,-46.1,-33.2,-33.2,-33.2,0
0.9,2045,half,100% Renewable,current,Optimistic,dynamic,100,128,1155,45,-14.2,-16.2,3.7,-10.4,3.1,-18.3,-27,35.7
0.9,2045,half,100% Renewable,current,Moderate,flat,100,172,902,0,-38.7,24.7,-7.7,-46.3,-35.4,-35.4,-35.4,0
0.9,2045,half,100% Renewable,current,Moderate,dynamic,100,134,1081,56,-22.6,-16,5,-17.6,2.7,-21,-29.9,28.7
0.9,2045,half,100% Renewable,current,Pessimistic,flat,100,169,923,0,-40.1,28.3,-6.1,-46.3,-32.6,-32.6,-32.6,0
0.9,2045,half,100% Renewable,current,Pessimistic,dynamic,100,138,1032,65,-27.9,-15.9,5.1,-22.8,3.7,-19.8,-30.6,23.5
0.9,2045,half,100% Renewable,future,Optimistic,flat,100,102,1440,0,30.4,-28,-25.4,5,19.6,19.6,19.6,0
0.9,2045,half,100% Renewable,future,Optimistic,dynamic,100,82,1818,28,56.5,-52.7,-22.5,33.9,42.6,29.1,25.5,28.9
0.9,2045,half,100% Renewable,future,Moderate,flat,100,102,1440,0,30.7,-28.3,-25.7,5,19.3,19.3,19.3,0
0.9,2045,half,100% Renewable,future,Moderate,dynamic,100,87,1718,32,51.2,-53,-22.6,28.6,42.7,28.8,25.4,23.6
0.9,2045,half,100% Renewable,future,Pessimistic,flat,100,102,1440,0,30.5,-28.2,-25.5,5,19.4,19.4,19.4,0
0.9,2045,half,100% Renewable,future,Pessimistic,dynamic,100,91,1641,34,46.7,-52.5,-22,24.7,43.2,29,25.3,19.7
0.9,2045,half,unconst.,current,Optimistic,flat,2.44,87,1673,0,50.4,-22.6,11.2,61.6,32.4,32.4,32.4,0
0.9,2045,half,unconst.,current,Optimistic,dynamic,7.49,75,1912,3,72.5,-49,-0.4,72.1,42.3,42.3,42.3,10.5
0.9,2045,half,unconst.,current,Moderate,flat,2.44,87,1673,0,50.6,-22.8,11.1,61.8,32.1,32.1,32.1,0
0.9,2045,half,unconst.,current,Moderate,dynamic,7.48,75,1906,4,72.4,-50,-0.1,72.3,42.1,41.8,41.8,10.5
0.9,2045,half,unconst.,current,Pessimistic,flat,2.44,87,1673,0,50.4,-22.7,11.2,61.7,32.2,32.2,32.2,0
0.9,2045,half,unconst.,current,Pessimistic,dynamic,3.22,64,1803,3,64.3,-57.5,6.4,70.7,51.9,38.1,36.2,9
0.9,2045,half,unconst.,future,Optimistic,flat,81,98,1493,0,35.4,-29.9,5.5,40.9,22.8,22.8,22.8,0
0.9,2045,half,unconst.,future,Optimistic,dynamic,87,78,1834,20,59.5,-53.1,0.9,60.4,43.1,31.8,29,19.5
0.9,2045,half,unconst.,future,Moderate,flat,81,99,1491,0,36,-30.5,5.1,41,22.4,22.4,22.4,0
0.9,2045,half,unconst.,future,Moderate,dynamic,86,85,1723,26,53,-53.6,2.7,55.7,43.2,30.1,27.1,14.7
0.9,2045,half,unconst.,future,Pessimistic,flat,81,99,1491,0,36.3,-30.6,4.7,41,22.5,22.5,22.5,0
0.9,2045,half,unconst.,future,Pessimistic,dynamic,85,90,1642,30,47.8,-53.5,4.2,52,43.9,29.4,26.3,11
0.9,2007,full,fossil,current,Optimistic,flat,2.27,95,1703,0,43.3,-19.6,20.2,63.5,23.5,23.5,23.5,0
0.9,2007,full,fossil,current,Optimistic,dynamic,2.2,92,1755,5,51.4,-36.6,26.6,78,25.8,25.8,25.8,14.5
0.9,2007,full,fossil,current,Moderate,flat,2.28,95,1690,0,35.4,-8.2,28.8,64.2,22.6,22.6,22.6,0
0.9,2007,full,fossil,current,Moderate,dynamic,2.2,93,1755,5,43.7,-26.2,35.1,78.8,24.8,24.7,24.7,14.6
0.9,2007,full,fossil,current,Pessimistic,flat,2.27,95,1703,0,36.4,-15.4,27.3,63.7,23.2,23.2,23.2,0
0.9,2007,full,fossil,current,Pessimistic,dynamic,2.23,76,1734,3,44.8,-45.4,32.3,77.1,39.8,24.9,22.8,13.4
0.9,2007,full,fossil,future,Optimistic,flat,2.78,124,1345,0,0,0,0,0,0,0,0,0
0.9,2007,full,fossil,future,Optimistic,dynamic,2.57,112,1476,5,23,-20.3,-17.9,5.1,9.6,9.6,9.6,5.1
0.9,2007,full,fossil,future,Moderate,flat,2.77,123,1357,0,0,0,0,0,0,0,0,0
0.9,2007,full,fossil,future,Moderate,dynamic,2.78,123,1352,5,-0.1,0.2,5.9,5.8,-0.7,-0.7,-0.7,5.8
0.9,2007,full,fossil,future,Pessimistic,flat,2.77,124,1355,0,0,0,0,0,0,0,0,0
0.9,2007,full,fossil,future,Pessimistic,dynamic,2.59,107,1463,0,15.2,-19.5,-10.4,4.8,13.3,8.6,8.2,4.8
0.9,2007,full,100% Renewable,current,Optimistic,flat,100,168,1008,0,-43.8,31.9,-3.9,-47.7,-35.2,-35.2,-35.2,0
0.9,2007,full,100% Renewable,current,Optimistic,dynamic,100,129,1268,47,-11.4,-16.2,4.8,-6.7,-0.1,-22.6,-32,41
0.9,2007,full,100% Renewable,current,Moderate,flat,100,170,1008,0,-54.3,46.8,6.1,-48.2,-38.2,-38.2,-38.2,0
0.9,2007,full,100% Renewable,current,Moderate,dynamic,NA,134,1196,58,-27.7,-4.9,13.4,-14.4,-0.7,-24.6,-35,33.8
0.9,2007,full,100% Renewable,current,Pessimistic,flat,100,172,1006,0,-48.3,31.3,0.4,-47.9,-38.5,-38.5,-38.5,0
0.9,2007,full,100% Renewable,current,Pessimistic,dynamic,100,138,1139,65,-32.6,-11.6,12.9,-19.7,0.9,-23.6,-35.2,28.2
0.9,2007,full,100% Renewable,future,Optimistic,flat,100,104,1583,0,34.9,-28.3,-22,12.9,16.7,16.7,16.7,0
0.9,2007,full,100% Renewable,future,Optimistic,dynamic,100,82,2013,28,65.4,-54.3,-20.5,45,40.7,27.6,23.9,32.1
0.9,2007,full,100% Renewable,future,Moderate,flat,100,104,1583,0,26.9,-17.2,-13.9,13,15.7,15.7,15.7,0
0.9,2007,full,100% Renewable,future,Moderate,dynamic,100,88,1895,31,51.5,-43.4,-11.5,39.9,40.1,26.1,22.7,26.9
0.9,2007,full,100% Renewable,future,Pessimistic,flat,100,104,1583,0,27.9,-24.2,-15,12.9,16.4,16.4,16.4,0
0.9,2007,full,100% Renewable,future,Pessimistic,dynamic,100,91,1823,34,48.6,-50,-12.8,35.7,41.3,27.2,23.3,22.8
0.9,2007,full,unconst.,current,Optimistic,flat,2.32,98,1677,0,40.9,-17.8,22.6,63.5,21.5,21.5,21.5,0
0.9,2007,full,unconst.,current,Optimistic,dynamic,11.52,83,1938,7,66.9,-44.2,13,79.9,33.7,33.6,33.6,16.4
0.9,2007,full,unconst.,current,Moderate,flat,2.84,93,1730,0,39.6,-12.8,24.5,64.2,24.6,24.6,24.6,0
0.9,2007,full,unconst.,current,Moderate,dynamic,10.88,83,1924,7,58.5,-34.1,22.2,80.7,33,32.2,32.1,16.5
0.9,2007,full,unconst.,current,Pessimistic,flat,2.5,96,1703,0,36.4,-15.5,27.3,63.7,22.3,22.3,22.3,0
0.9,2007,full,unconst.,current,Pessimistic,dynamic,10.02,67,1847,5,54.4,-52.1,23.6,77.9,46.8,30.2,27.7,14.2
0.9,2007,full,unconst.,future,Optimistic,flat,79,98,1664,0,43,-31.5,4.3,47.4,21.3,21.3,21.3,0
0.9,2007,full,unconst.,future,Optimistic,dynamic,88,79,2025,20,68.1,-54.5,1.3,69.4,41.1,30.1,26.9,22
0.9,2007,full,unconst.,future,Moderate,flat,79,98,1664,0,34.8,-20.2,13.1,47.9,20.3,20.3,20.3,0
0.9,2007,full,unconst.,future,Moderate,dynamic,88,85,1908,26,53.7,-43.8,11.4,65.2,40.6,27.6,24.5,17.3
0.9,2007,full,unconst.,future,Pessimistic,flat,79,98,1664,0,36.1,-27.3,11.4,47.5,21,21,21,0
0.9,2007,full,unconst.,future,Pessimistic,dynamic,87,90,1824,30,49.9,-50.7,11.2,61.1,41.9,27.6,24.3,13.6
0.9,2045,full,fossil,current,Optimistic,flat,2.38,90,1612,0,55,-25.6,5.7,60.7,34.6,34.6,34.6,0
0.9,2045,full,fossil,current,Optimistic,dynamic,2.2,82,1752,3,70.2,-44.3,2.2,72.4,40.3,40.3,40.3,11.7
0.9,2045,full,fossil,current,Moderate,flat,2.39,91,1597,0,52.8,-22.5,9.1,61.9,31.8,31.8,31.8,0
0.9,2045,full,fossil,current,Moderate,dynamic,2.2,82,1752,3,69.9,-44.3,4,73.9,38.9,38.9,38.9,12
0.9,2045,full,fossil,current,Pessimistic,flat,2.38,90,1612,0,54.5,-25.2,7.3,61.9,33,33,33,0
